spawn,agression,min_gap,Run,Data Collector,Final_Cars_in_lane,Final_avg_speed,Total_Avg_speed,Total_Cars_in_lane,Variance_car,Variance_speed
0.54130859375,0.47734375000000007,4.02001953125,595,<mesa.datacollection.DataCollector object at 0x7f1cfb06a898>,94,74.05786907576557,72.87983308952697,58,416,4.4030449601207975
0.54130859375,0.22421875000000002,4.02001953125,596,<mesa.datacollection.DataCollector object at 0x7f1cfb3fd320>,89,72.82576905996001,69.17570414382739,56,335,12.63446679244006
0.51123046875,0.47734375000000007,4.02001953125,597,<mesa.datacollection.DataCollector object at 0x7f1cfb3d6ac8>,93,74.50332322775739,70.94759019260457,59,343,24.117111313479626
0.51123046875,0.22421875000000002,1.14599609375,598,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff0b8>,136,91.55044429963083,88.62535097036806,85,819,14.002860344615582
0.51123046875,0.22421875000000002,4.02001953125,599,<mesa.datacollection.DataCollector object at 0x7f1cfa67e898>,91,67.42983045413126,67.80067603306878,58,380,3.0487711439160123
0.89130859375,0.87734375,3.39599609375,600,<mesa.datacollection.DataCollector object at 0x7f1cfab28470>,112,81.50237130586407,79.38794548545384,71,532,8.5827211338786
0.8612304687499999,0.87734375,3.39599609375,601,<mesa.datacollection.DataCollector object at 0x7f1cfad8ca58>,111,81.88921602959094,75.23001878531365,72,527,21.878862184780765
0.89130859375,0.62421875,3.39599609375,602,<mesa.datacollection.DataCollector object at 0x7f1cfa5425c0>,113,74.50542954851637,71.51700404672266,71,580,6.966298377784866
0.89130859375,0.87734375,1.77001953125,603,<mesa.datacollection.DataCollector object at 0x7f1cfb507278>,185,91.16405188043268,90.98094885656465,112,1691,1.8842258544280157
0.89130859375,0.62421875,1.77001953125,604,<mesa.datacollection.DataCollector object at 0x7f1cfa1b3780>,169,80.35311833813667,79.16660233130682,104,1369,4.873151819392688
0.8612304687499999,0.87734375,1.77001953125,605,<mesa.datacollection.DataCollector object at 0x7f1cfad8c4e0>,183,89.56873583145045,87.22457852803818,112,1735,4.33443989038682
0.8612304687499999,0.62421875,3.39599609375,606,<mesa.datacollection.DataCollector object at 0x7f1cfa67ee10>,114,70.27464787784433,68.21758090911257,73,589,4.350673054507065
0.8612304687499999,0.62421875,1.77001953125,607,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff5f8>,167,79.9882054273615,76.561932341794,105,1305,14.348035941318978
0.71630859375,0.27734375,2.27099609375,608,<mesa.datacollection.DataCollector object at 0x7f1cfb5e9be0>,128,73.98815599556099,71.65062561242988,82,743,6.662920704535486
0.33623046874999996,0.27734375,2.27099609375,609,<mesa.datacollection.DataCollector object at 0x7f1cfb779198>,86,90.452358003296,93.53724683409358,51,311,20.258689080016296
0.71630859375,0.82421875,2.27099609375,610,<mesa.datacollection.DataCollector object at 0x7f1cfb6405c0>,146,86.17043693429962,83.82612141496658,91,1047,3.258926743665047
0.71630859375,0.27734375,0.64501953125,611,<mesa.datacollection.DataCollector object at 0x7f1cfb5e9f98>,174,94.07985229793375,93.41709671084247,102,1511,3.376396521593264
0.71630859375,0.82421875,0.64501953125,612,<mesa.datacollection.DataCollector object at 0x7f1cfab28668>,187,105.59887643010514,105.88742883229784,115,1633,3.4031228653023238
