,Uur op de dag,Intensiteit per uur,Motor/personenauto (%),Licht vrachtverkeer (%),Zwaar vrachtverkeer (%),Onbepaald  (%),Gemiddelde alle voertuigen,Motor/personenauto,Licht vrachtverkeer,Zwaar vrachtverkeer
0,00:00 - 00:59,43.90801833462852,0.9885913764284175,0.4665983986084109,0.5805729321699971,0.37351609990254575,0.8120155620286355,0.7149541219081617,1.3236956206099453,0.555226569257881
1,01:00 - 01:59,9.701267392772097,1.2470054898448764,0.7837193815184825,0.8035712708217468,0.6242796330584266,0.9142776950706518,0.8500620488931676,1.249193869004886,0.41384145059153904
2,02:00 - 02:59,9.603543199012991,2.078556014490583,0.8108939512295763,1.8362554498616541,1.2299466922622593,1.068431282144024,0.8407118611453674,1.8380768413270352,0.39176467559304534
3,03:00 - 03:59,10.593949420999948,1.6210047575042867,1.1564403122445646,1.2743514560661726,0.6864111337967743,1.1154838646975351,1.053530871720444,2.1393272278111928,0.4591158676985203
4,04:00 - 04:59,16.45429652322074,1.3040437805515004,0.7777928905568829,1.0050903056140106,0.4193245419295413,1.0201777730447474,1.0444255317436588,1.4125276257662405,0.362962962962963
5,05:00 - 05:59,123.42076425538255,0.8634230940972173,0.6809687128922457,0.4909659104779403,0.46295493175497343,0.484252991957178,0.468348820094543,1.015323608598917,0.4619764303752111
6,06:00 - 06:59,271.62533584259944,0.5897010028216167,0.24063979624852797,0.27034709594691403,0.22501312186468733,0.4355555555555556,0.5158672961289207,0.4569586942879218,0.30040530463151693
7,07:00 - 07:59,203.8756856491294,0.6574965155454422,0.3497443575132916,0.21258407878083313,0.22477649473775405,1.7234053283908362,1.797308153344763,1.37854269885454,1.2276521359097783
8,08:00 - 08:59,110.89960474831881,0.38818510241600884,0.21249459729909323,0.23440784664309794,0.1702820820553419,3.6524247165429324,3.749338890055533,3.8865859848051674,3.0961613031001494
9,09:00 - 09:59,115.90576491590373,0.544655354592965,0.32935821728365333,0.23284623566826065,0.16421934581908387,3.02372330187635,3.0846513699402194,3.026336342809232,2.4326643197798106
10,10:00 - 10:59,104.27224106534837,0.36503745448945524,0.2905443092147619,0.2814496303692792,0.15795506492022107,0.362962962962963,0.4209431568388274,0.6712361914343997,0.468348820094543
11,11:00 - 11:59,68.46388347691607,0.33514573869868114,0.23571698299476235,0.27860442302331007,0.18174331691667336,0.3710397654491788,0.4146365357637017,0.551058589691674,0.39176467559304534
12,12:00 - 12:59,74.41031548066044,0.4597659563560173,0.30967994978828495,0.1949608692620589,0.20057732220010427,0.4146365357637017,0.4146365357637017,0.7460632850100954,0.46764506489594904
13,13:00 - 13:59,46.94745984325331,0.4496573293145187,0.21081382210372526,0.1462666900180495,0.20199120476975413,0.4146365357637017,0.4146365357637017,0.5761858410762886,0.5738948346231504
14,14:00 - 14:59,72.04910811936266,0.4727832467091086,0.23489479807040906,0.2005985037125815,0.18841831159287406,0.3174629364971331,0.3286769420509137,0.4591158676985203,0.5858226719902813
15,15:00 - 15:59,117.32868869057181,0.5189818780877178,0.21679939934259712,0.12521558318028972,0.3390552465652186,8.199107583008674,8.17919943694707,8.018771119107404,7.9969315960553935
16,16:00 - 16:59,492.1500060448354,1.3957088492472725,0.26811588519471735,0.15426700939115973,1.0941312203193396,15.092997722351699,15.131442286808369,14.468092522325394,12.8957630029927
17,17:00 - 17:59,468.20847514990044,1.2376040844499732,0.19559818758972308,0.12282291586487395,1.022128030433766,6.144535239210407,6.1116431867134535,5.12234495447617,4.696760375481313
18,18:00 - 18:59,215.50721213842536,0.6496662473204681,0.14959905360324532,0.15457981110785562,0.6019057368512141,13.871668544303454,13.52875976358294,12.993389698509734,11.7861848401601
19,19:00 - 19:59,231.807348411947,0.44646285603149277,0.19119810117374564,0.14475544960474632,0.27857286636065404,7.992482356017327,8.041575301726233,7.556301361157523,6.626683910022196
20,20:00 - 20:59,64.0540939197004,0.5407590935868712,0.26075087601593544,0.21503112025572055,0.26714234500775214,0.7056806538266337,0.6618478103049728,0.9299929937638949,0.4415635021994263
21,21:00 - 21:59,83.58628043579824,0.512175763971829,0.2623623366404298,0.1487815117119481,0.3313150293237251,0.6573538841018274,0.6207621758873084,1.2531424423406983,0.32565687548199695
22,22:00 - 22:59,60.61148937429352,0.3012382558788254,0.12068280859066735,0.17420024635094136,0.2885432104889376,0.3772021758705555,0.30040530463151693,0.922525905673782,0.35284032691331685
23,23:00 - 23:59,94.633434555671,0.6110980792621277,0.26827332787562824,0.3084373968009081,0.27209887562708057,0.49301541307637053,0.46764506489594904,1.3086815740573,0.5165053511608353
